band5,band6,band7,band8,class
146,128,107,86,free
154,136,114,91,free
162,143,122,99,free
168,149,129,102,free
156,137,118,95,free
137,125,111,92,free
150,133,120,97,free
128,114,99,84,free
107,93,80,65,free
121,109,92,75,free
133,120,103,82,free
135,120,103,84,free
127,112,98,79,free
131,118,104,85,free
150,135,120,99,free
162,144,128,105,free
160,145,130,106,free
156,143,127,105,free
155,140,126,105,free
154,140,124,102,free
162,146,128,105,free
168,150,131,105,free
162,145,125,102,free
168,148,130,107,free
160,141,123,97,free
153,135,116,92,free
162,144,123,99,free
136,120,104,83,free
143,127,110,89,free
154,137,118,94,free
151,135,117,95,free
147,133,118,97,free
157,141,122,97,free
96,83,67,56,free
125,115,102,85,free
98,85,69,57,free
128,115,99,78,free
133,120,103,81,free
130,116,101,84,free
140,125,112,93,free
157,141,126,102,free
160,144,127,103,free
158,144,126,103,free
161,146,128,104,free
159,145,128,104,free
159,145,131,110,free
164,146,130,109,free
159,143,129,107,free
160,143,127,105,free
167,149,128,105,free
165,148,131,105,free
160,141,126,105,free
159,142,123,96,free
149,135,114,91,free
140,118,94,79,free
157,138,112,94,free
167,148,124,102,free
155,138,116,93,free
129,112,92,77,free
133,118,101,85,free
142,127,112,92,free
150,131,114,95,free
152,135,115,94,free
151,136,117,95,free
153,137,116,92,free
100,91,83,72,free
135,123,108,91,free
105,95,80,64,free
118,104,89,74,free
127,113,96,80,free
130,118,105,88,free
147,132,117,98,free
158,143,123,101,free
157,141,123,99,free
153,137,120,99,free
155,140,123,105,free
165,148,130,106,free
163,144,123,101,free
157,140,119,95,free
154,140,121,96,free
149,133,112,89,free
137,123,101,84,free
140,127,108,86,free
135,118,104,81,free
112,96,85,67,free
83,72,67,52,free
93,78,70,53,free
78,61,48,41,free
158,141,121,96,free
162,142,122,95,free
144,127,107,85,free
131,116,100,81,free
127,112,99,83,free
141,126,112,94,free
154,139,123,99,free
155,139,122,99,free
151,135,116,93,free
147,132,115,93,free
148,131,113,90,free
127,111,95,77,free
109,98,92,80,free
133,120,111,95,free
153,137,120,100,free
112,97,81,67,free
120,108,93,79,free
139,127,111,93,free
155,140,124,102,free
160,144,126,105,free
162,142,126,103,free
151,136,119,99,free
155,142,125,106,free
159,144,128,104,free
151,135,120,99,free
144,127,109,89,free
143,129,112,88,free
135,120,106,84,free
130,116,101,79,free
95,85,75,58,free
95,82,72,57,free
104,92,79,64,free
140,122,105,86,free
161,137,116,96,free
154,134,114,90,free
138,121,105,85,free
135,120,106,85,free
139,124,110,90,free
151,135,118,96,free
160,143,123,96,free
146,129,109,87,free
150,133,113,92,free
149,132,113,92,free
142,127,113,94,free
148,131,116,100,free
165,145,125,103,free
163,145,124,100,free
125,114,98,80,free
149,135,118,97,free
160,143,127,103,free
161,145,127,104,free
160,144,126,103,free
153,138,120,98,free
159,145,125,103,free
165,147,128,103,free
159,142,124,100,free
154,140,121,97,free
151,138,121,96,free
143,128,112,88,free
135,119,101,80,free
134,120,102,80,free
123,106,90,71,free
116,101,84,68,free
99,85,74,57,free
107,89,77,61,free
148,132,114,89,free
147,130,111,90,free
144,125,108,88,free
138,124,106,86,free
141,124,105,85,free
144,127,107,87,free
149,133,113,91,free
151,133,113,89,free
148,129,108,86,free
138,122,103,84,free
147,131,111,91,free
148,131,112,92,free
156,138,116,98,free
168,148,128,105,free
166,146,126,103,free
102,90,76,60,free
126,111,93,76,free
147,128,111,90,free
157,137,117,95,free
157,141,116,95,free
155,140,117,94,free
152,137,118,95,free
156,141,124,102,free
163,148,131,107,free
157,140,125,100,free
147,129,114,94,free
150,133,114,95,free
147,132,112,92,free
145,131,112,90,free
140,124,108,84,free
123,106,93,72,free
118,105,89,72,free
126,109,92,73,free
129,111,95,75,free
137,118,99,79,free
137,119,98,80,free
138,122,105,84,free
145,128,111,90,free
144,127,108,89,free
139,123,105,86,free
136,122,103,84,free
141,125,108,85,free
151,135,119,97,free
169,146,129,107,free
64,51,42,34,free
95,81,68,54,free
112,95,78,64,free
135,119,101,80,free
141,124,107,88,free
154,137,121,101,free
164,147,128,107,free
160,143,124,101,free
147,131,110,88,free
135,123,103,83,free
133,122,108,82,free
130,117,101,79,free
122,108,92,73,free
135,118,102,81,free
146,128,108,88,free
147,131,110,90,free
143,128,110,88,free
130,114,95,76,free
163,141,117,95,free
171,151,129,104,free
91,79,68,55,free
109,94,79,66,free
126,113,94,82,free
153,136,116,100,free
164,147,128,107,free
154,135,120,98,free
134,117,102,85,free
121,105,90,75,free
117,102,84,68,free
117,104,89,72,free
119,105,87,70,free
105,92,80,62,free
141,126,106,85,free
100,87,71,59,free
117,108,89,75,free
146,133,113,95,free
162,148,127,106,free
156,139,125,100,free
137,122,109,89,free
120,105,95,78,free
109,95,86,73,free
111,94,82,69,free
107,95,82,64,free
113,99,87,69,free
101,87,78,59,free
116,101,86,71,free
142,123,105,86,free
160,140,119,98,free
94,81,67,54,free
99,84,71,58,free
96,81,69,54,free
91,79,66,53,free
133,121,103,84,free
157,141,119,101,free
166,149,128,105,free
161,143,123,100,free
149,132,115,93,free
135,122,105,84,free
127,115,102,80,free
113,100,89,67,free
94,79,68,53,free
108,92,76,62,free
118,102,86,70,free
109,92,77,64,free
133,115,95,78,free
88,75,62,50,free
106,93,80,64,free
104,89,77,60,free
100,85,73,59,free
104,88,73,59,free
118,102,83,70,free
163,148,123,99,free
164,149,128,102,free
158,140,123,100,free
154,136,118,97,free
147,131,113,92,free
139,123,107,89,free
135,118,102,84,free
61,48,39,33,free
102,88,74,59,free
105,88,74,60,free
101,83,68,57,free
143,126,106,86,free
149,127,108,90,free
145,128,108,90,free
142,125,106,88,free
138,122,105,86,free
134,119,102,82,free
112,100,85,67,free
66,54,44,36,free
95,77,63,52,free
101,87,72,58,free
103,86,75,60,free
108,94,83,64,free
109,92,77,63,free
119,99,80,68,free
134,121,103,81,free
132,117,101,80,free
128,113,97,77,free
112,98,85,66,free
85,74,65,50,free
116,98,81,68,free
84,72,63,49,free
97,85,75,59,free
84,70,58,49,free
123,107,91,72,free
104,90,71,60,free
106,95,81,64,free
90,79,70,54,free
105,90,78,61,free
99,91,80,61,free
101,89,78,62,free
114,100,87,71,free
88,75,66,50,free
110,97,84,66,free
123,109,95,75,free
122,108,95,74,free
114,100,89,67,free
115,101,88,68,free
111,93,83,63,free
112,99,86,66,free
127,112,97,76,free
129,115,100,77,free
89,75,64,51,free
86,75,62,50,free
100,87,73,58,free
92,79,71,53,free
83,66,55,44,free
90,79,66,53,free
93,81,71,55,free
101,88,76,59,free
106,95,85,64,free
102,89,79,61,free
119,103,90,71,free
113,97,86,68,free
80,69,60,46,free
107,94,78,63,free
119,105,88,71,free
114,104,88,70,free
120,108,93,74,free
113,100,86,67,free
119,105,89,71,free
110,97,87,67,free
91,78,67,52,free
89,74,63,50,free
98,87,74,58,free
101,88,78,60,free
87,74,64,50,free
98,87,74,59,free
110,95,81,64,free
90,78,71,52,free
87,76,65,51,free
89,74,63,50,free
85,72,60,48,free
69,59,49,40,free
75,64,56,48,free
75,63,54,46,free
73,60,50,41,free
70,58,49,39,free
73,63,54,44,free
82,70,62,49,free
76,66,54,47,free
86,75,61,53,free
82,71,60,49,free
73,62,52,42,free
79,69,57,51,free
89,74,63,51,free
41,34,18,98,free
41,33,17,95,free
40,32,17,92,free
39,31,16,86,free
40,31,16,88,free
40,31,17,88,free
40,31,16,89,free
40,32,16,93,free
40,33,17,95,free
41,33,17,96,free
40,32,17,94,free
41,32,16,97,free
41,33,17,99,free
42,34,22,90,free
43,35,23,72,free
42,34,23,48,free
41,33,21,52,free
40,32,18,71,free
39,32,17,85,free
40,31,16,83,free
40,31,15,76,free
40,31,16,75,free
40,31,17,86,free
41,31,17,94,free
40,31,16,91,free
40,32,16,96,free
40,32,16,96,free
40,30,17,93,free
41,30,17,91,free
41,30,17,86,free
40,31,16,83,free
40,31,16,82,free
39,31,15,88,free
41,32,17,90,free
41,31,17,86,free
40,30,16,83,free
40,31,17,86,free
41,32,17,89,free
40,31,16,84,free
40,31,16,86,free
40,32,17,89,free
40,32,17,87,free
40,32,16,87,free
40,33,18,92,free
41,33,17,95,free
41,33,17,94,free
40,32,17,88,free
40,33,18,89,free
40,32,16,86,free
41,30,15,85,free
41,32,16,93,free
41,32,17,99,free
41,32,16,97,free
40,32,16,93,free
41,33,18,90,free
41,32,19,87,free
40,30,17,84,free
39,31,16,88,free
40,31,17,89,free
40,32,16,90,free
41,32,17,89,free
40,31,17,84,free
40,33,17,84,free
41,33,17,83,free
41,33,18,85,free
40,32,17,89,free
42,32,17,88,free
41,31,16,87,free
40,32,15,90,free
40,31,16,94,free
41,32,16,93,free
40,32,17,90,free
41,32,16,88,free
40,32,16,90,free
41,31,15,84,free
41,32,16,88,free
41,31,17,89,free
41,30,16,90,free
40,32,16,90,free
40,32,16,99,free
41,33,15,111,free
41,32,16,105,free
40,31,16,99,free
41,32,16,96,free
40,31,16,89,free
41,33,17,89,free
42,33,18,87,free
41,33,18,87,free
40,33,18,94,free
41,32,17,93,free
41,31,17,91,free
40,32,17,91,free
40,33,16,94,free
41,33,16,97,free
40,32,16,95,free
40,32,18,86,free
41,33,19,85,free
41,32,17,90,free
40,32,17,90,free
40,33,17,92,free
41,32,18,93,free
40,31,17,92,free
41,33,18,93,free
41,33,17,89,free
40,33,18,90,free
41,31,16,93,free
39,32,16,96,free
40,31,17,88,free
41,31,16,89,free
40,32,17,95,free
40,33,16,91,free
40,33,18,89,free
40,33,18,91,free
40,34,18,86,free
40,34,17,95,free
41,32,17,93,free
41,33,17,90,free
40,33,17,87,free
42,33,18,87,free
42,33,18,82,free
42,35,20,75,free
43,35,24,51,free
45,37,29,19,free
45,35,28,16,free
45,36,28,15,free
46,37,29,15,free
47,37,28,14,free
47,37,29,14,free
46,38,29,14,free
46,39,30,14,free
47,40,31,15,free
48,39,30,16,free
49,38,31,16,free
48,38,32,15,free
47,38,31,15,free
48,38,30,15,free
48,39,31,15,free
48,40,32,15,free
48,39,32,15,free
48,39,32,15,free
48,39,32,15,free
48,39,32,15,free
48,39,32,15,free
48,39,32,14,free
48,40,32,15,free
48,39,32,15,free
47,40,32,15,free
47,39,31,15,free
47,39,31,15,free
48,39,31,15,free
47,39,32,15,free
48,39,31,15,free
47,39,31,15,free
48,39,31,14,free
47,39,31,14,free
48,39,30,14,free
47,38,30,14,free
46,38,30,14,free
46,38,30,14,free
47,38,29,13,free
46,38,29,13,free
46,38,30,13,free
47,37,30,14,free
46,38,29,13,free
47,38,29,14,free
48,38,30,14,free
48,39,30,14,free
47,38,29,14,free
47,37,29,14,free
47,38,29,14,free
47,39,30,14,free
47,38,31,14,free
48,39,30,14,free
48,40,31,15,free
47,39,29,14,free
46,38,31,14,free
47,38,30,15,free
47,39,30,14,free
48,39,30,14,free
47,38,30,15,free
46,38,31,14,free
47,39,30,14,free
48,39,30,14,free
48,39,31,15,free
48,39,31,14,free
46,39,30,14,free
48,39,31,16,free
48,38,30,14,free
47,39,31,15,free
48,39,31,15,free
48,39,30,15,free
47,37,29,14,free
47,37,31,14,free
46,38,29,14,free
47,37,28,14,free
46,38,29,15,free
46,38,30,15,free
46,38,30,14,free
46,38,29,15,free
45,38,29,15,free
46,37,29,15,free
47,37,31,16,free
47,38,29,18,free
48,39,30,19,free
47,38,29,19,free
44,38,26,63,free
43,36,21,79,free
43,35,20,95,free
42,35,20,91,free
42,34,18,94,free
42,33,17,102,free
42,33,17,104,free
41,33,16,102,free
41,33,18,96,free
41,33,18,90,free
41,32,17,87,free
41,33,17,88,free
40,31,16,86,free
41,33,17,91,free
41,34,18,94,free
41,34,18,101,free
40,33,17,97,free
41,34,18,101,free
41,34,18,95,free
40,32,17,97,free
40,31,17,88,free
40,32,17,86,free
40,32,16,89,free
39,32,16,85,free
40,33,17,88,free
40,32,18,88,free
39,30,17,85,free
41,31,17,92,free
41,31,17,88,free
39,31,17,81,free
40,32,18,88,free
41,33,18,86,free
42,32,19,79,free
42,33,21,76,free
41,32,18,81,free
39,31,16,84,free
40,31,16,79,free
41,31,17,81,free
42,32,17,87,free
41,33,18,96,free
40,33,18,90,free
40,32,17,81,free
41,32,17,87,free
41,33,16,94,free
41,34,18,88,free
42,33,18,87,free
42,34,18,76,free
43,35,23,45,free
45,37,28,22,free
45,37,29,18,free
45,37,29,15,free
46,36,29,16,free
47,38,29,14,free
46,37,30,15,free
47,38,29,15,free
46,38,30,15,free
47,39,31,16,free
48,39,30,16,free
48,39,31,16,free
48,40,30,16,free
47,39,31,16,free
48,38,31,16,free
49,38,31,15,free
48,39,30,15,free
47,40,30,15,free
47,39,31,15,free
48,39,31,15,free
48,39,31,15,free
48,40,31,16,free
48,39,31,16,free
49,39,31,15,free
49,40,31,16,free
48,40,31,16,free
49,39,31,16,free
49,40,32,16,free
48,39,31,16,free
49,40,32,17,free
48,39,32,16,free
49,40,32,15,free
49,40,31,15,free
49,40,31,15,free
48,39,31,16,free
48,40,31,16,free
49,40,32,16,free
49,40,31,16,free
49,40,31,16,free
48,39,32,16,free
49,40,31,16,free
49,39,32,16,free
50,41,32,18,free
50,42,33,18,free
50,43,34,17,free
49,42,33,17,free
49,41,32,17,free
48,41,32,16,free
49,40,32,17,free
50,40,32,17,free
49,40,33,17,free
48,40,32,17,free
49,40,32,17,free
50,40,31,18,free
48,40,32,18,free
48,39,31,17,free
48,40,30,18,free
49,39,31,19,free
48,39,31,21,free
46,39,29,23,free
45,37,26,40,free
43,35,21,65,free
42,34,18,80,free
40,33,18,83,free
41,33,17,86,free
41,34,18,89,free
40,32,16,90,free
41,31,16,89,free
41,32,16,86,free
40,32,16,87,free
40,33,17,95,free
40,34,16,97,free
41,32,16,89,free
40,32,16,88,free
41,31,16,88,free
41,31,16,88,free
41,33,17,95,free
41,32,17,94,free
40,32,16,88,free
40,32,15,83,free
41,33,15,88,free
40,32,16,90,free
40,32,16,94,free
41,32,17,96,free
40,31,16,92,free
40,31,16,96,free
40,32,16,99,free
40,32,15,97,free
40,32,16,89,free
40,32,17,91,free
42,33,18,94,free
42,34,18,87,free
42,34,20,68,free
41,34,21,69,free
41,33,18,87,free
41,31,17,95,free
41,32,16,94,free
40,32,16,90,free
42,33,16,91,free
41,34,17,95,free
41,32,17,90,free
40,33,17,89,free
40,33,17,94,free
41,32,16,88,free
40,32,16,85,free
40,32,16,87,free
41,33,17,85,free
40,33,16,89,free
40,33,17,96,free
39,32,16,99,free
41,34,17,99,free
40,33,16,92,free
40,33,16,94,free
39,32,16,96,free
42,34,16,97,free
41,34,17,95,free
41,33,17,90,free
41,32,16,83,free
41,31,17,82,free
41,32,17,81,free
40,33,18,83,free
40,32,17,82,free
41,32,17,86,free
41,33,17,95,free
41,32,16,91,free
41,32,17,85,free
40,32,17,85,free
40,31,17,83,free
40,32,17,84,free
39,31,17,85,free
40,32,16,85,free
40,32,16,86,free
41,32,17,89,free
40,32,17,91,free
39,32,17,89,free
40,32,17,87,free
41,31,17,87,free
41,31,17,85,free
39,31,18,84,free
41,31,17,92,free
40,31,16,95,free
41,32,17,94,free
40,32,17,90,free
41,34,16,89,free
40,33,17,91,free
41,32,17,96,free
40,33,17,97,free
40,33,17,97,free
40,33,18,95,free
40,34,18,95,free
41,34,18,101,free
41,33,18,97,free
40,33,18,97,free
41,32,17,93,free
40,32,17,91,free
40,31,16,85,free
41,31,16,84,free
40,33,16,88,free
40,32,17,91,free
41,33,17,92,free
42,34,18,95,free
42,35,19,95,free
41,34,19,95,free
40,32,18,93,free
40,32,16,93,free
40,34,17,91,free
41,33,17,94,free
41,33,16,93,free
41,33,17,95,free
40,33,17,99,free
39,32,17,96,free
41,32,17,91,free
40,32,16,88,free
40,32,17,88,free
39,31,16,88,free
40,34,17,90,free
41,32,16,91,free
40,32,17,89,free
41,32,18,89,free
41,32,17,87,free
40,33,18,89,free
41,33,17,91,free
40,33,17,91,free
41,32,18,89,free
40,32,18,86,free
40,33,17,83,free
41,32,17,87,free
41,33,17,92,free
40,32,18,93,free
41,32,18,97,free
40,32,17,91,free
40,32,16,93,free
40,33,17,93,free
40,33,17,91,free
40,32,17,91,free
40,33,17,98,free
39,32,16,94,free
40,30,15,93,free
40,31,15,90,free
39,31,15,89,free
40,32,16,97,free
40,33,17,93,free
40,32,17,90,free
41,32,17,93,free
41,32,17,93,free
40,32,17,93,free
40,32,17,96,free
41,32,15,95,free
41,32,17,91,free
41,32,17,94,free
40,32,18,98,free
40,31,16,90,free
40,31,16,83,free
40,31,16,82,free
41,32,17,88,free
40,32,17,88,free
40,32,16,87,free
41,32,17,90,free
40,32,16,84,free
40,31,16,81,free
39,31,17,86,free
41,33,18,91,free
41,32,16,80,free
40,32,16,75,free
40,31,17,75,free
40,31,17,77,free
41,32,17,86,free
41,32,17,90,free
41,31,17,82,free
41,32,18,66,free
42,34,22,42,free
44,36,28,22,free
45,37,28,17,free
46,37,28,16,free
46,37,29,16,free
47,38,30,15,free
47,38,30,15,free
47,38,30,15,free
47,39,30,15,free
46,39,30,14,free
48,39,29,14,free
48,39,30,15,free
47,40,31,15,free
47,40,31,15,free
48,41,31,16,free
49,40,33,16,free
49,40,32,16,free
49,40,32,15,free
49,40,32,15,free
48,40,32,15,free
49,41,33,16,free
50,40,33,16,free
49,40,32,15,free
49,41,33,16,free
50,40,33,16,free
49,41,32,15,free
49,40,32,15,free
49,40,32,15,free
48,40,32,15,free
49,40,33,15,free
49,40,33,15,free
49,40,33,15,free
50,39,32,16,free
50,40,33,15,free
49,40,32,16,free
49,40,33,15,free
49,40,32,14,free
49,40,32,15,free
48,41,32,15,free
49,40,32,15,free
49,39,32,16,free
48,39,32,15,free
48,39,32,14,free
49,40,32,14,free
49,40,32,15,free
48,40,31,15,free
50,40,32,15,free
50,40,32,15,free
49,40,33,15,free
48,40,33,15,free
49,40,32,15,free
49,40,32,15,free
51,40,31,15,free
49,40,33,16,free
50,40,32,16,free
49,40,31,15,free
49,40,32,16,free
49,41,34,15,free
50,40,33,15,free
50,40,33,15,free
50,40,33,16,free
49,41,33,16,free
49,40,34,15,free
49,40,32,15,free
49,40,33,15,free
49,41,33,16,free
49,41,33,15,free
49,40,32,15,free
50,40,33,15,free
50,40,32,14,free
49,40,32,15,free
50,40,33,16,free
50,41,33,15,free
50,41,33,15,free
50,40,32,15,free
49,40,31,16,free
49,40,32,15,free
50,40,32,15,free
49,40,32,15,free
50,41,32,15,free
49,40,32,14,free
49,40,32,15,free
49,40,32,15,free
49,40,33,15,free
50,41,32,15,free
50,41,32,15,free
51,40,32,15,free
49,41,33,14,free
49,40,32,15,free
49,41,32,16,free
49,40,32,15,free
49,41,32,15,free
49,40,32,14,free
49,39,32,14,free
49,40,31,15,free
50,41,32,16,free
50,40,32,15,free
49,40,31,14,free
49,40,31,14,free
49,40,31,14,free
50,39,31,14,free
49,40,32,14,free
49,40,32,15,free
50,39,31,15,free
50,40,31,14,free
49,40,32,14,free
49,40,32,15,free
48,40,31,15,free
49,40,32,14,free
49,39,32,15,free
49,39,31,14,free
49,39,31,14,free
49,39,32,15,free
49,40,32,15,free
50,41,32,15,free
49,40,32,15,free
50,41,31,15,free
49,41,31,15,free
49,40,32,14,free
49,39,32,16,free
50,39,32,15,free
49,41,32,14,free
49,41,32,15,free
49,41,32,16,free
51,40,32,15,free
49,40,32,15,free
50,41,32,16,free
50,41,33,16,free
50,41,33,16,free
50,42,33,16,free
50,42,34,15,free
51,41,33,15,free
51,42,33,15,free
49,41,33,16,free
51,41,33,15,free
50,41,32,16,free
49,42,32,15,free
50,41,33,15,free
50,41,33,15,free
50,41,33,16,free
51,40,32,15,free
49,40,32,16,free
49,40,32,15,free
49,41,33,15,free
49,41,32,16,free
51,41,32,17,free
50,41,32,16,free
50,40,32,15,free
50,41,32,15,free
49,40,33,16,free
49,39,33,15,free
50,40,32,16,free
50,40,32,15,free
50,40,32,15,free
49,40,32,15,free
49,41,32,15,free
49,40,32,15,free
49,40,32,15,free
49,40,33,16,free
50,40,32,15,free
50,39,32,15,free
51,41,32,15,free
49,40,32,14,free
49,40,33,16,free
49,40,32,15,free
50,41,32,15,free
49,40,32,14,free
49,39,33,15,free
49,41,32,16,free
49,41,33,14,free
49,40,32,15,free
49,40,31,16,free
49,40,32,15,free
49,40,33,15,free
50,40,32,14,free
49,41,32,14,free
50,41,33,14,free
51,41,33,14,free
51,41,32,15,free
51,40,32,15,free
50,40,33,15,free
50,41,33,15,free
50,40,33,16,free
49,40,32,15,free
50,39,32,16,free
50,40,33,16,free
49,41,33,15,free
49,41,32,15,free
49,41,33,16,free
50,40,33,15,free
51,40,32,14,free
50,40,32,15,free
49,40,32,14,free
48,39,32,15,free
49,39,32,16,free
50,40,33,15,free
50,39,32,14,free
48,41,32,15,free
49,40,34,16,free
48,40,32,15,free
49,41,33,15,free
49,40,33,15,free
49,40,32,16,free
50,41,32,15,free
50,41,32,16,free
50,41,32,16,free
50,40,33,15,free
49,41,32,14,free
50,40,31,16,free
50,41,32,16,free
51,41,32,16,free
50,41,32,16,free
50,42,33,16,free
49,41,32,16,free
49,40,32,16,free
49,40,32,16,free
50,41,33,16,free
50,41,32,15,free
49,40,32,15,free
49,41,32,15,free
49,41,32,15,free
50,41,32,15,free
51,41,32,15,free
50,41,32,15,free
50,40,33,16,free
50,40,33,16,free
50,40,33,15,free
50,40,32,14,free
49,41,32,14,free
50,41,32,15,free
51,40,32,15,free
49,39,31,15,free
50,40,32,15,free
50,40,32,14,free
49,40,32,15,free
49,40,31,15,free
49,41,32,15,free
49,40,31,14,free
49,40,32,15,free
49,40,32,14,free
49,40,31,15,free
48,40,32,14,free
50,40,31,13,free
49,39,31,13,free
49,39,31,14,free
49,40,33,15,free
49,40,32,15,free
50,40,31,14,free
50,40,31,15,free
49,40,31,15,free
50,40,32,14,free
49,40,32,15,free
48,40,32,14,free
49,40,31,14,free
49,39,31,15,free
48,40,32,14,free
50,40,32,14,free
50,40,32,15,free
49,40,32,15,free
50,41,32,15,free
49,41,33,15,free
49,41,32,14,free
50,41,32,15,free
50,40,33,15,free
49,39,34,15,free
49,40,33,15,free
50,41,33,15,free
51,41,34,16,free
50,42,33,16,free
49,41,34,16,free
50,41,34,16,free
51,42,33,17,free
51,41,34,16,free
49,41,34,15,free
50,41,33,16,free
49,41,33,16,free
49,41,33,16,free
50,41,33,16,free
50,41,33,15,free
49,41,33,16,free
50,41,33,16,free
50,41,33,16,free
49,42,33,16,free
50,42,34,16,free
50,41,33,16,free
50,42,33,15,free
49,41,32,15,free
50,41,32,15,free
49,40,32,15,free
49,40,32,15,free
50,40,32,15,free
50,40,32,16,free
50,41,33,16,free
51,41,33,15,free
50,40,33,16,free
50,40,32,15,free
50,41,32,14,free
50,40,32,14,free
50,40,32,14,free
50,41,33,15,free
50,40,33,17,free
51,41,33,16,free
50,41,32,16,free
50,40,33,15,free
51,40,32,15,free
50,40,32,15,free
49,40,31,15,free
49,39,32,15,free
49,40,32,15,free
49,39,32,15,free
49,40,31,15,free
49,41,32,14,free
50,40,31,14,free
49,40,32,15,free
49,40,32,15,free
49,40,32,15,free
49,40,32,15,free
49,40,33,16,free
49,40,32,16,free
50,41,33,15,free
50,42,33,16,free
51,42,34,16,free
51,41,34,16,free
51,41,34,17,free
51,42,34,16,free
50,42,33,17,free
50,42,33,16,free
51,42,33,16,free
50,41,33,16,free
51,41,34,17,free
50,41,34,16,free
50,41,33,16,free
50,40,33,16,free
51,41,33,16,free
50,41,33,16,free
51,41,33,16,free
51,41,34,16,free
51,41,34,16,free
51,41,34,17,free
51,41,33,17,free
51,41,33,16,free
50,41,34,16,free
50,41,34,15,free
50,41,33,15,free
51,41,32,16,free
50,41,32,17,free
50,40,33,16,free
50,41,33,16,free
50,40,33,16,free
50,41,33,15,free
50,40,32,16,free
49,40,32,16,free
48,40,33,15,free
49,40,33,16,free
51,41,33,16,free
49,40,33,15,free
50,41,33,16,free
49,40,32,15,free
48,40,33,15,free
49,40,33,15,free
49,40,32,15,free
49,40,33,15,free
49,40,33,16,free
49,40,33,15,free
50,41,33,16,free
50,42,34,16,free
50,41,34,16,free
49,41,33,16,free
49,41,33,16,free
50,41,33,16,free
50,41,33,16,free
50,40,33,16,free
49,40,33,16,free
50,41,33,16,free
51,41,33,16,free
51,40,33,16,free
50,41,34,15,free
50,41,33,16,free
49,40,33,15,free
50,40,33,15,free
49,41,33,16,free
49,40,33,15,free
50,41,33,15,free
50,40,33,16,free
50,40,32,15,free
49,40,33,16,free
49,40,32,16,free
50,40,32,15,free
50,40,32,15,free
50,40,32,15,free
49,40,32,15,free
48,40,32,15,free
48,39,33,15,free
49,40,32,15,free
50,39,32,15,free
49,40,32,15,free
49,40,32,16,free
49,40,32,16,free
49,41,33,16,free
50,41,32,16,free
50,42,33,16,free
49,41,33,16,free
49,41,33,16,free
51,41,33,16,free
51,41,33,16,free
50,41,33,15,free
49,40,33,15,free
49,39,32,15,free
50,40,33,14,free
49,40,32,15,free
49,39,33,15,free
48,39,32,15,free
49,40,32,15,free
49,40,32,15,free
50,41,32,15,free
49,40,32,15,free
49,39,33,15,free
50,40,32,15,free
48,39,32,16,free
51,41,32,15,free
49,40,32,15,free
49,39,32,15,free
50,39,32,15,free
50,40,32,16,free
50,40,32,16,free
51,40,32,15,free
50,40,32,15,free
50,41,32,15,free
50,39,32,15,free
50,40,32,15,free
50,41,32,14,free
50,40,32,16,free
50,40,33,15,free
50,40,33,15,free
50,40,33,16,free
50,41,32,15,free
50,40,33,16,free
50,40,33,15,free
49,41,32,15,free
49,41,32,15,free
50,40,32,15,free
50,40,32,15,free
49,41,33,15,free
50,40,33,16,free
49,40,33,15,free
49,40,32,15,free
49,40,33,16,free
50,41,33,16,free
51,41,33,16,free
50,41,33,16,free
49,41,33,16,free
50,41,33,16,free
52,41,33,16,free
51,40,33,16,free
50,40,33,15,free
50,40,34,15,free
50,41,32,16,free
50,41,33,16,free
50,39,33,15,free
50,40,32,15,free
50,40,33,15,free
50,41,33,15,free
49,40,33,16,free
50,41,33,16,free
50,41,33,16,free
51,40,33,16,free
51,41,33,16,free
50,41,33,16,free
50,40,33,16,free
49,41,34,16,free
51,41,34,16,free
51,41,34,16,free
49,41,34,16,free
50,40,34,16,free
50,41,34,17,free
50,41,34,16,free
50,41,34,16,free
50,41,33,16,free
49,41,33,16,free
50,41,34,16,free
50,40,33,16,free
51,41,33,15,free
50,41,33,15,free
50,41,33,14,free
50,41,34,16,free
50,40,34,16,free
51,41,33,16,free
50,41,34,17,free
51,41,34,16,free
49,41,33,15,free
49,40,32,15,free
50,40,33,16,free
50,40,34,16,free
49,41,34,16,free
49,41,34,16,free
50,41,34,16,free
49,40,33,16,free
49,41,34,16,free
50,41,33,16,free
50,41,34,15,free
49,41,33,15,free
49,41,33,16,free
51,42,35,17,free
52,43,35,17,free
52,43,36,17,free
51,42,35,17,free
52,43,35,17,free
52,42,35,18,free
51,42,35,17,free
51,42,35,17,free
52,42,34,17,free
52,42,34,17,free
51,42,34,16,free
51,42,33,17,free
52,41,33,16,free
51,41,34,16,free
50,41,33,17,free
51,42,34,17,free
50,42,34,16,free
51,41,34,16,free
50,41,34,16,free
51,42,34,16,free
49,42,33,16,free
50,41,33,16,free
50,41,33,16,free
51,41,34,15,free
50,41,34,16,free
51,41,33,16,free
51,41,33,16,free
50,40,34,15,free
49,40,33,15,free
50,41,33,16,free
49,41,34,16,free
51,41,34,16,free
50,42,33,16,free
49,42,33,15,free
51,40,33,15,free
50,41,33,16,free
50,41,34,16,free
50,41,33,16,free
51,42,34,16,free
51,41,34,16,free
51,42,34,17,free
52,43,35,17,free
52,43,36,17,free
51,43,34,17,free
50,41,32,15,free
49,40,32,15,free
50,40,33,16,free
50,40,33,15,free
49,41,33,15,free
49,41,33,16,free
